id_response,Date,agency,Q1.Poc,Q1a.Poc_title,Q1b.Poc_supervisor,Q1c.poc_responsibility_1,Q1c.poc_responsibility_2,Q1c.poc_responsibility_3,Q1c.poc_responsibility_4,Q1c.poc_responsibility_5,Q1c.poc_responsibility_6,Q1c.poc_responsibility_7,Q1c.poc_responsibility_8,Q1c.poc_responsibility_9,Q1c.poc_responsibility_10,Q1c.poc_responsibility_99,Q1c.poc_responsibility_88,Q2.ur_title,Q3.upload,Q4.ur_supervisor,Q5.ur_responsibility_1,Q5.ur_responsibility_2,Q5.ur_responsibility_3,Q5.ur_responsibility_4,Q5.ur_responsibility_5,Q5.ur_responsibility_6,Q5.ur_responsibility_7,Q5.ur_responsibility_8,Q5.ur_responsibility_9,Q5.ur_responsibility_10,Q5.ur_responsibility_99,Q5.ur_responsibility_88,Q6.years_current,Q6.months_current,Q7.years_vr,Q7.months_vr,Q8.years_any,Q8.months_any,Q9.educat,Q9.educat_other,Q10.crc,Q11.academic_1,Q11.academic_2,Q11.academic_3,Q11.academic_4,Q11.academic_5,Q11.academic_6,Q11.academic_7,Q11.academic_88,Q12.business_bg,Q12a.business_des_0,Q12a.business_des_1,Q12a.business_des_2,Q12a.business_des_3,Q12a.business_des_4,Q12a.business_des_5,Q12a.business_des_6,Q12a.business_des_7,Q12a.business_des_8,Q12a.business_des_9,Q12a.business_des_10,Q12a.business_des_11,Q12a.business_des_12,Q12a.business_des_13,Q12a.business_des_14,Q12a.business_des_15,Q12a.business_des_88,A1.br_text,A2.bus_as_customer,A3.serve_bus_1,A3.serve_bus_2,A3.serve_bus_3,A3.serve_bus_4,A3.serve_bus_5,A3.serve_bus_6,A3.serve_bus_7,A3.serve_bus_8,A3.serve_bus_9,A3.serve_bus_10,A3.serve_bus_11,A3.serve_bus_12,A3.serve_bus_99,A3.serve_bus_88,A4.activities_br_1,A4.activities_br_2,A4.activities_br_3,A4.activities_br_4,A4.activities_br_5,A4.activities_br_6,A4.activities_br_7,A4.activities_br_8,A4.activities_br_9,A4.activities_br_10,A4.activities_br_11,A4.activities_br_99,A4.activities_br_88,A5.areas_br_1,A5.areas_br_2,A5.areas_br_3,A5.areas_br_4,A5.areas_br_5,A5.areas_br_6,A5.areas_br_7,A5.areas_br_88,A6.initiatives_br,A6a.initiatives_br_des1,A6a.initiatives_br_des2,A6a.initiatives_br_des3,A6b.initiatives_br_add,A6b.initiatives_br_add_1,A6b.initiatives_br_add_2,A6b.initiatives_br_add_3,A6b.initiatives_br_add_4,A6b.initiatives_br_add_5,A6b.initiatives_br_add_6,A7.vevraa,A7a.vevraa_des,A8.partner,A8a.fed_agency_1,A8a.fed_agency_2,A8a.fed_agency_3,A8a.fed_agency_4,A8a.fed_agency_5,A8a.fed_agency_6,A8a.fed_agency_7,A8a.fed_agency_99,A8a.fed_agency_88,A8b.state_entity_1,A8b.state_entity_2,A8b.state_entity_3,A8b.state_entity_4,A8b.state_entity_5,A8b.state_entity_6,A8b.state_entity_7,A8b.state_entity_8,A8b.state_entity_9,A8b.state_entity_10,A8b.state_entity_11,A8b.state_entity_12,A8b.state_entity_99,A8b.state_entity_88,A8c.bus_org_1,A8c.bus_org_2,A8c.bus_org_3,A8c.bus_org_4,A8c.bus_org_5,A8c.bus_org_99,A8c.bus_org_88,B1.fte_time,B2.special_staff,B2a.fte_num,B3.add_staff_1,B3.add_staff_2,B3.add_staff_3,B3.add_staff_4,B3.add_staff_5,B3.add_staff_6,B3.add_staff_88,B4.external_res,B5.qualif_br_1,B5.qualif_br_2,B5.qualif_br_3,B5.qualif_br_4,B5.qualif_br_5,B5.qualif_br_88,B6.skill_br_1,B6.skill_br_2,B6.skill_br_3,B6.skill_br_4,B6.skill_br_5,B6.skill_br_6,B6.skill_br_88,B7.training_req,B8.component_br_1,B8.component_br_2,B8.component_br_3,B8.component_br_4,B8.component_br_5,B8.component_br_6,B8.component_br_7,B8.component_br_8,B8.component_br_88,C1.poc_web,C2.services_web,C3.links_web_1,C3.links_web_2,C3.links_web_3,C3.links_web_4,C3.links_web_5,C3.links_web_6,C3.links_web_88,C4.database,C5.outreach_1,C5.outreach_2,C5.outreach_3,C5.outreach_4,C5.outreach_5,C5.outreach_6,C5.outreach_7,C5.outreach_8,C5.outreach_9,C5.outreach_10,C5.outreach_88,C6.data_br,C6.data_br_text,C7.info_hired,C8.info_tool_1,C8.info_tool_2,C8.info_tool_3,C8.info_tool_4,C8.info_tool_5,C8.info_tool_99,C8.info_tool_6,C8.info_tool_88,C8a.frequency_br,C8a.frequency_br_other,D1.lmi,D1a.lmi_no,D2.sources_lmi_1,D2.sources_lmi_2,D2.sources_lmi_3,D2.sources_lmi_4,D2.sources_lmi_5,D2.sources_lmi_6,D2.sources_lmi_88,D3.elements_lmi_1,D3.elements_lmi_2,D3.elements_lmi_3,D3.elements_lmi_4,D3.elements_lmi_5,D3.elements_lmi_6,D3.elements_lmi_7,D3.elements_lmi_8,D3.elements_lmi_9,D3.elements_lmi_88,D4.trad_lmi_1,D4.trad_lmi_2,D4.trad_lmi_3,D4.trad_lmi_4,D4.trad_lmi_5,D4.trad_lmi_6,D4.trad_lmi_7,D4.trad_lmi_8,D4.trad_lmi_88,D5.real_lmi,D6.real_lmi_source,D7.rlmi_elements_1,D7.rlmi_elements_2,D7.rlmi_elements_3,D7.rlmi_elements_4,D7.rlmi_elements_5,D7.rlmi_elements_6,D7.rlmi_elements_7,D7.rlmi_elements_8,D7.rlmi_elements_88,D8.rlmi_use_1,D8.rlmi_use_2,D8.rlmi_use_3,D8.rlmi_use_4,D8.rlmi_use_5,D8.rlmi_use_6,D8.rlmi_use_7,D8.rlmi_use_8,D8.rlmi_use_88,E1.small_bus,E2.tailor_br,E3.small_outreach_1,E3.small_outreach_2,E3.small_outreach_3,E3.small_outreach_4,E3.small_outreach_5,E3.small_outreach_6,E3.small_outreach_7,E3.small_outreach_8,E3.small_outreach_9,E3.small_outreach_10,E3.small_outreach_88,E4.effectiv_outreach,E5.rank_1,E5.rank_2,E5.rank_3,E5.rank_4
48,10/8/14 0:00,Iowa Vocational Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Employment Partnership Consultant,0,IVRS Administrator,1,1,1,0,1,1,0,0,1,1,0,Develop relationships with external partners that benefit IVRS' role in the community,7,,15,,15,,5,,0,0,0,0,0,0,1,1,Rehabilitation Services,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,"In my opinion, IVRS reaches out to Iowa Business and Industry through a variety of venues to identify employers who are looking for opportunties to address diversity and/or disabiity related issues for recruiting and retaining qualified individuals with disabilities. These employers are engaged in discussions and/or connected with field staff that can help them learn more about IVRS resources that can support their workforce needs.",1,1,1,1,1,1,0,0,1,0,0,0,1,0,Consultation,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Development and Coordination of an Employer Disability Resource Network,1,"Access2Ability - Partnership with Manpower:  This is a program for candidates who have the skills necessary to be successful, but who may need expereince and/or trial work periods to become fully productive.  IVRS refers these candidates through Manpower, who does the screening and testing for the identified skills and abilities and referred to businesses as a temp or temp-to-hire employee of Manpower.",REDI - Partnership with Walgreens:  A training program at Walgreens that provides retail skills to trainees with a variety of disabilities.  Iowa has partnered with 8 stores and CRP's in Iowa to deliver this training.,Employer Disability Resource Network:  www.EDRNetwork.org,0,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,N/A,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-7,Yes,0,1,0,1,1,0,0,0,6,0,1,-7,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,9,9,9,9,9,9,9,9,-9,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,5,0,0,0,1,0,0,0,1,1,1,0,0,3,3,4,2,1
49,9/3/14 0:00,Rhode Island Office of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Workforce Development Supervisor,0,Deputy Administrator,1,1,1,1,0,1,1,1,1,0,1,0,10,,28.33,4,28.33,4,5,,1,1,0,0,0,1,0,1,Education,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,they really don't.  It is how I market to both businesses and staff,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,trust in me,1,Employer Based Skill Evaluation,OJT,Project Search,0,-7,-7,-7,-7,-7,-7,9,-9,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,-7,9,9,9,9,9,9,-9,1,9,9,9,9,9,-9,1,0,0,0,0,0,0,N/A,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,-7,They don't. Their MIS system can provide data on effective changes on a national level on partnerships that have been developed.,0,0,0,0,0,1,0,0,7,-7,0,-9,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,7,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,1,1,1,0,0,1,1,0,1,0,0,2,1,4,2,3
55,9/4/14 0:00,Arizona Rehabilitation Services Administration,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Employer Coordinator,0,Deputy Administrator,1,1,1,1,1,0,1,0,1,1,0,Workforce Development Boards,3,0,7,0,7,0,5,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Developing relationships with businesses,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,Establishment of networking opportunities,1,Employment Encounters,OFCCP workshops,Employer Outreach Meetings,1,DREAM job fairs statewide,0,0,0,0,0,1,OFCCP events,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,N/A,1,0,0,1,0,1,0,0,0,0,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-7,-9,0,0,0,0,0,1,0,0,7,-7,1,-7,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,0,1,0,1,0,1,0,0,0,0,0,0,2,1,4,2,3
57,10/28/14 0:00,Florida Division of Vocational Rehabilitation,0,,Bureau Chief of Field Services,1,1,0,0,0,0,0,0,1,0,0,0,Policy Administrator,0,Program Administrator,7,7,7,7,7,7,7,7,7,7,7,-7,11,,13,,13,,4,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-9,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,9,9,9,9,9,9,9,-9,1,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,1,-9,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,-9,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,-9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,-7,-9,9,9,9,9,9,9,9,-9,9,-9,1,-7,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,-9,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,0,0,1,1,0,0,9,9,9,9,9
58,9/8/14 0:00,South Dakota Division of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Specialist,0,Division Director,1,1,1,1,1,1,0,1,1,0,0,0,0.08,1,7,,7,,5,,1,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,Please refer to website link for complete details on job desciption: http://dhs.sd.gov/EWTF/Employment%20Works%20Task%20Force%20report%20(FINAL).pdf,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,Employment First Initiative: http://dhs.sd.gov/EWTF/Employment%20Works%20Task%20Force%20report%20(FINAL).pdf,-9,-9,0,-7,-7,-7,-7,-7,-7,0,-7,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,N/A,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,9,-9,-9,0,0,1,1,1,0,0,0,8,Quarterly,1,-7,9,9,9,9,9,9,-9,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,1,1,1,0,0,0,1,1,1,0,0,1,1,4,3,2
59,9/8/14 0:00,Washington State Division of Vocational Rehabilitation,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,VR Program Administrator for Employer Relations,0,Chief of Field Services,1,1,1,1,1,0,1,1,1,1,0,"Training and Technical Assistance on outreach, hiring, retention and advancement strategies",12.92,11,21.92,11,21.92,11,4,,1,0,0,1,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,"The term is used to recognize that there are organizations that are viewed as a business (deliverying goods and services to the public), and there are organizations that are viewed as an employer (hiring, retention and advancement opportunities for people with disabilities). Depending on the type or nature of the relationship with the organization, it could be viewed as one, the other, or both. Developing effective business/employer relations, to be successful in acheiving vocational rehabilitation for individuals with disabilities, often requires developing relations with the business/employer community that exceeds the exclusive focus on just the person or caseload at hand. By understanding the culture of a business/employer, and supporting their efforts to include people with disabilities as customers/applicants/employees, our work in vocational rehabilitation becomes more accurate, current and relative to the needs of the community and labor force.",1,1,1,1,1,1,1,1,1,1,1,1,1,0,technical assistance to HR staff on employment issues in the workplace concerning PWD,1,1,1,1,1,1,0,1,1,1,1,0,"Employee Development training, technical assistance, problem solving",0,0,1,0,1,1,0,0,1,TAP/NET Implementation,"Seattle, Tacoma, Yakima, Tri-Cities - NDEAM/SHRM Partnership Events",Federal Contractor (503) Outreach; Governor's Executive Order on Employment of PWD; Supported Employment in State Government,1,Starbucks Corporation Employment Initiative,Weyerhauser Corporation Employment Initiative,Outerwall Corporation Employment Initiative,Washington State Socieity of Human Resource Managemment - statewide chapter relationship development,SHRM State Council Conference - GOLD Sponsorship,0,1,We have multiple meetings with OFCCP officials in Seattle and Portland. We have sponored Symposiums together with contractor community.  We have linked to ILG. OFCCP has referred approximately 80+ federal contractors to our agency for relationship building and candidate referrals. OFCCP staff continue to work closely with VR staff and our community providers to get word out about 503 regulations.,1,1,1,1,1,1,1,1,0,"we partner with a broad range of federal agencies, including all military departments/bases in WA.",1,1,1,1,1,1,1,1,1,1,1,1,0,"WA has approx. 60 state departments and 47 institutions of higher education, all of which we have provided training, technical assistance, outreach and support toi",1,1,1,1,1,0,"HR Associations, Diversity/Inclusion Assoc.",1,1,10,0,1,0,1,0,0,0,1,1,0,0,1,1,employment accommodations/barrier removal/assistive technology,0,0,0,0,0,1,"job placement, job clubs, interviewing techniques, labor market assessments, one-stop-system services, disability awareness",N/A,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,Menu of Services to Business,0,1,1,1,1,0,1,0,1,1,1,OFCCP Referrals and Personal Connections,1,Basic business profile,1) which companies have hired 2) number of customers gone to work at a company,1,0,0,0,0,0,0,0,8,SRC sent out survey once...,1,-7,1,1,0,0,0,1,O-NET,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,4,0,0,1,1,0,1,0,0,1,0,1,OFCCP referrals,1,1,3,2,4
61,9/10/14 0:00,Minnesota Vocational Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Program Specialist,0,Director of Strategic Initiatives,1,1,1,1,1,1,1,1,1,1,0,Training new Placement Staff,2,,10.92,11,10.92,11,4,,0,1,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,"We define business relations as understanding businesses and their needs. Appreciation for their bottom line. Utilizing our partnerships and connections to match the business need with our talent pool. Also connecting businesses to our entire Rehab Community so business can have access to all people with disabilities. Maximizing return on investment for the tax payers dollars that are allocated for the VR programs. It is also providing the business with access to resources, accomodations and trainings.",1,1,1,1,1,1,0,1,1,0,0,1,1,0,SPOC,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,Placement Partnership,SPOC,Disability Related Trainings,0,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.65,1,7,0,1,0,0,0,1,Program Specialists,1,1,1,1,1,0,0,1,1,1,1,1,0,0,N/A,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,-7,Yearly report and Stories,0,0,1,0,1,0,1,Employer Panels,5,0,1,-7,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,1,1,1,1,1,1,1,0,0,1,0,0,1,1,4,3,2
63,9/11/14 0:00,Arkansas Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,District Business Relations Mgr,0,Director of Field Services,1,1,1,1,1,0,1,1,0,0,0,0,5,,5.5,6,6,,5,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The term business relations is defined as the entity responsible for building long-term business relationships with businesses that results in employment outcomes for individuals with disabilities.,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,"Our agency conducts Expos each year across the state. The Arkansas Department Career Expo is a one day event that showcases the agency's services in a tradeshow environment. The goal has been to increase awareness of the agency's services in communities across Arkansas. Over ten EXPOS have been conducted to date, attracting over 3000 attendees. The EXPOs include a job fair where rehabilitation clients, students and the public have access to local employers who are ready to hire. Another important component is a reality fair for clients, students and the public have access to local employers who are ready to hire. Another important component is a reality fair for clients featuring mini-workshops on budgeting, interviewing and dressing for success.",Retaining a Valued Employee (RAVE) is an initiative designed to provide support to business when assisting employees who experience injury or illness that results in disability. The employees remain at work or are returned when it is safe and medically feasible. RAVE was recently identified as an emerging practice by the Rehabilitation Services Administration.,-9,0,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,14,0,1,0,1,0,0,0,1,1,1,1,0,1,Sales and marketing exp.,1,0,1,0,0,0,0,"Business Relations 30 DAY TRAINING PLAN-  Week- 1 VR Peer Network Curriculum     Week 2  Employment Outcomes  Training teaches skills and techniques to generate successful employment outcomes. Training also focuses on effective marketing interactions with employers. Week 3-  2- Fundamentals of basic job skills and forms  . Referrals, placements, closures  . Organization  . System 7 client case notes . Case files  . Itinerary   . Monthly reports  .Performance results     .Training with counselors on referrals, placements & closures . Communication with counselors and district manager  Week 4 - Review of all forms   . Role of the BRR with clients  .General office procedures  . Client interviews  .Review of ARS Policy   Week 5 - Referrals from counselors  . Start job search with referrals/clients . Business relations",1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,PR Marketing Firm,1,A Business Needs profile is completed on each customer which contains critical information about the company. This information is used for outreach and other business related items.,Information about where clients are hired is provided to business relations for use in identifying other opportunities to provide additional services and build a stronger partnership.,0,0,1,0,0,0,0,0,2,0,1,-7,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,0,1,1,0,0,1,0,1,1,0,0,1,3,2,4,1
64,10/8/14 0:00,Wisconsin Division of Vocational Rehabilitation,0,,Deputy Administrator,0,1,0,0,0,0,1,0,1,0,0,0,Deputy Administrator,0,DVR Administrator,7,7,7,7,7,7,7,7,7,7,7,-7,3.75,9,3.75,9,3.75,9,4,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,identifying the workforce needs of businesses and matching DVR's talent pool to meet business needs,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,developing cohort training,0,0,1,1,1,0,0,0,1,Place and train ( curriculum and soft skills training delivered at work site),On-the-job training (50% subsidy to business for hire up to 3 months),Fast Forward--collaboration with workforce partners for cohort training with business from variety of parnter agencies,1,Talent Acquisition Portal--providing assistance for DVR job seekers to be placed on national talent match site,MRS 27--expedited hiring for DVR job seekers who have successfully completed internship at local or state government agency,PROMISE grant--federal ED grant for SSI youth,0,0,0,1,TAP,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,Wisconsin Economic Development Corporation,0.25,1,20,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,WI uses curriculum developed by the NET for our business service consultants,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,our business service consultants are not job placement specialists and they reach out to business personally,1,WI uses Salesforce and collects a variety of information pieces and DVR shares their business leads with all the workforce parterns (shared platform),Salesforce,0,1,1,1,1,0,0,0,6,0,1,-7,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,Salesforce,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,1,personal contact by our business service consultants,personal contact by our business service consultants,9,2,9,1
69,9/29/14 0:00,Illinois Division of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Trainer staff development,0,Manager strategic management,1,1,1,1,1,1,1,0,1,0,0,0,6.42,5,13.83,10,13.83,10,5,,0,0,1,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,-9,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,"Il DRS is currently in the process of a unique business partnership with a company in Chicago. This company provides a subcontracted service to businesses doing process execution work.  The business has come to DRS as a direct sourcing agent. A flow process has been established that demonstrates the single point of contact model between the business and DRS. In addition, DRS is in the process of providing them a curriculum developer and trainer to specifically train some candidates on job sets and other additional skills required to perform these process execution positions. This training and curriculum develop will all be done onsite at the business. It will be individualized based on the specific skills needed by each candidate and will vary in regards to total time. It is expected that customer will be transitioned into employment after that, but not mandatory. These work sets are not meant to replace workers and cannot be applied to actual business needs.",-9,-9,0,-7,-7,-7,-7,-7,-7,1,TAP,1,1,1,1,1,1,0,1,0,"USDA, Railroad Retirement Board",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0.7,1,7,0,0,0,0,0,1,Employment resource specialists,1,1,1,1,1,0,0,1,0,1,0,1,0,0,N/A,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,"Overview of VR services, Marketing and outreach videos, and commercials, customer success stories. A page specifically dedicated to employers and how employers can connect with public VR.",0,1,1,1,1,1,0,1,1,1,0,0,1,"We try to keep track of application to interview hire ratios, as well as as keeping track of business profiles from the business, and track and collect our partnership flow process. Monitor consistency and reliability of partnership flow proces.",We take the information about hire rates and expand them out to other locations in the states so we can branch them out to other locations. The data is shared with business relations specialists in other areas of the states so that they can make connections with those businesses in their locations. The information is also shared with like businesses.,0,0,1,0,1,0,0,0,3,0,1,-7,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,1,1,1,1,1,1,1,1,1,1,0,0,3,1,4,3,2
72,9/23/14 0:00,Nevada Rehabilitation Division,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Development Manager,0,bureau chief,1,1,1,1,1,1,1,1,1,0,0,0,-9,,2.58,7,2.58,7,4,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,Point of contact for the business community,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,1,-9,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,-7,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,-9,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,-9,-9,0,0,0,1,1,0,0,0,4,0,1,-7,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,1,1,1,1,1,1,1,1,1,1,0,0,2,3,2,4,1
